0,1,2,3,dGsolv_avg,5,6,7,8,9,10,11
ClC(Cl)(Cl)Cl,C[N+]([O-])=O,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/CH3NO2/c1-2(3)4/h1H3,-3.48646666666667,0.0273935921136475,"[-3.46, -3.4752, -3.5242]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=58155)'"", "" 'CompSol Binary (entry number=58161)'""]",153.823,61.04,5,4
ClC(Cl)(Cl)Cl,Ic1ccccc1,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/C6H5I/c7-6-4-2-1-3-5-6/h1-5H,-6.81,0.0,[-6.81],"["" 'Abraham Paper (A7)'""]",153.823,204.01,5,7
C1=CC=C(C=C1)Cl,CCCCCCCC,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-5.21298,0.116900665524196,"[-5.44, -5.1459, -5.122, -5.2071, -5.1499]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=35046)'"", "" 'CompSol Binary (entry number=35047)'"", "" 'CompSol Binary (entry number=35048)'"", "" 'CompSol Binary (entry number=35049)'""]",112.559,114.232,7,8
C1=CC=C(C=C1)Cl,Cc1ccccc1,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-5.20066666666667,0.0161852470547169,"[-5.21, -5.2141, -5.1779]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=35034)'"", "" 'CompSol Binary (entry number=35035)'""]",112.559,92.141,7,7
C1=CC=C(C=C1)Cl,CO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/CH4O/c1-2/h2H,1H3",-2.28,0.0,[-2.28],"["" 'Abraham Paper (A6)'""]",112.559,32.042,7,2
C1=CC=C(C=C1)Cl,CCO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-3.184,0.0850538652854764,"[-3.12, -3.1278, -3.3042]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=34974)'"", "" 'CompSol Binary (entry number=34975)'""]",112.559,46.069,7,3
C1=CC=C(C=C1)Cl,CCCO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",-3.83,0.0,[-3.83],"["" 'Abraham Paper (A6)'""]",112.559,60.096,7,4
C1=CC=C(C=C1)Cl,CCCCO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",-4.62,0.0,[-4.62],"["" 'Abraham Paper (A6)'""]",112.559,74.123,7,5
C1=CC=C(C=C1)Cl,CCCCCO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",-5.48,0.0,[-5.48],"["" 'Abraham Paper (A6)'""]",112.559,88.15,7,6
C1=CC=C(C=C1)Cl,C1COCCO1,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-5.06523333333333,0.00827056359761655,"[-5.07, -5.0536, -5.0721]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=34826)'"", "" 'CompSol Binary (entry number=34827)'""]",112.559,88.106,7,6
C1=CC=C(C=C1)Cl,CC(C)=O,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,InChI=1/C3H6O/c1-3(2)4/h1-2H3,-3.63,0.0,[-3.63],"["" 'Abraham Paper (A6)'""]",112.559,58.08,7,4
C1=CC=C(C=C1)Cl,CCC(C)=O,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-4.47943333333333,0.0077349136316373,"[-4.49, -4.4766, -4.4717]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=34881)'"", "" 'CompSol Binary (entry number=34882)'""]",112.559,72.107,7,5
C1=CC=C(C=C1)Cl,CCOC(C)=O,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",-4.43,0.0,[-4.43],"["" 'Abraham Paper (A6)'""]",112.559,88.106,7,6
C1=CC=C(C=C1)Cl,N,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,InChI=1/H3N/h1H3,-1.36,0.0,[-1.36],"["" 'Abraham Paper (A6)'""]",112.559,17.031,7,1
C1=CC=C(C=C1)Cl,C[N+]([O-])=O,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,InChI=1/CH3NO2/c1-2(3)4/h1H3,-4.24093333333333,0.0608060486757327,"[-4.17, -4.2343, -4.3185]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=35042)'"", "" 'CompSol Binary (entry number=35043)'""]",112.559,61.04,7,4
C(Cl)(Cl)Cl,CCCCCCCC,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-5.32094,0.039986727798108,"[-5.32, -5.3202, -5.3231, -5.3839, -5.2575]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61556)'"", "" 'CompSol Binary (entry number=61557)'"", "" 'CompSol Binary (entry number=61558)'"", "" 'CompSol Binary (entry number=61559)'""]",119.378,114.232,4,8
C(Cl)(Cl)Cl,c1ccccc1,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.79,0.0,[-4.79],"["" 'Abraham Paper (A7)'""]",119.378,78.114,4,6
C(Cl)(Cl)Cl,Cc1ccccc1,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-5.52826666666667,0.031565205879611,"[-5.54, -5.5597, -5.4851]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61537)'"", "" 'CompSol Binary (entry number=61538)'""]",119.378,92.141,4,7
C(Cl)(Cl)Cl,CO,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/CH4O/c1-2/h2H,1H3",-3.2669,0.1531,"[-3.42, -3.1138]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61530)'""]",119.378,32.042,4,2
C(Cl)(Cl)Cl,CCO,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-3.95646666666667,0.0396135779191371,"[-4.01, -3.9154, -3.944]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61488)'"", "" 'CompSol Binary (entry number=61490)'""]",119.378,46.069,4,3
C(Cl)(Cl)Cl,C1COCCO1,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-6.10823333333333,0.0714895952025345,"[-6.06, -6.0554, -6.2093]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61349)'"", "" 'CompSol Binary (entry number=61350)'""]",119.378,88.106,4,6
C(Cl)(Cl)Cl,CN(C)C,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C3H9N/c1-4(2)3/h1-3H3,-3.9,0.0,[-3.9],"["" 'Abraham Paper (A7)'""]",119.378,59.112,4,4
C(Cl)(Cl)Cl,CC#N,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C2H3N/c1-2-3/h1H3,-4.43,0.0,[-4.43],"["" 'Abraham Paper (A7)'""]",119.378,41.053,4,3
C(Cl)(Cl)Cl,N,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/H3N/h1H3,-2.41,0.0,[-2.41],"["" 'Abraham Paper (A7)'""]",119.378,17.031,4,1
C(Cl)(Cl)Cl,CN,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/CH5N/c1-2/h2H2,1H3",-3.16,0.0,[-3.16],"["" 'Abraham Paper (A7)'""]",119.378,31.058,4,2
C(Cl)(Cl)Cl,C[N+]([O-])=O,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/CH3NO2/c1-2(3)4/h1H3,-4.64283333333333,0.0247968187923818,"[-4.62, -4.6312, -4.6773]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61550)'"", "" 'CompSol Binary (entry number=61553)'""]",119.378,61.04,4,4
C1CCC(=O)CC1,CCCCCCCC,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-4.62632,0.0365191128041195,"[-4.66, -4.6631, -4.6352, -4.6085, -4.5648]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36552)'"", "" 'CompSol Binary (entry number=36553)'"", "" 'CompSol Binary (entry number=36554)'"", "" 'CompSol Binary (entry number=36555)'""]",98.145,114.232,7,8
C1CCC(=O)CC1,Cc1ccccc1,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-5.1335,0.0612911630389461,"[-5.18, -5.1736, -5.0469]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36543)'"", "" 'CompSol Binary (entry number=36544)'""]",98.145,92.141,7,7
C1CCC(=O)CC1,CCO,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-4.3428,0.0418741766088206,"[-4.31, -4.3165, -4.4019]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36518)'"", "" 'CompSol Binary (entry number=36519)'""]",98.145,46.069,7,3
C1CCC(=O)CC1,C1COCCO1,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-4.97666666666667,0.0222594299617538,"[-5.0, -4.9833, -4.9467]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36408)'"", "" 'CompSol Binary (entry number=36409)'""]",98.145,88.106,7,6
C1CCC(=O)CC1,CCC(C)=O,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-4.46506666666667,0.0309134634459199,"[-4.49, -4.4837, -4.4215]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36432)'"", "" 'CompSol Binary (entry number=36433)'""]",98.145,72.107,7,5
C1CCC(=O)CC1,C[N+]([O-])=O,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,InChI=1/CH3NO2/c1-2(3)4/h1H3,-5.07296666666667,0.0114257992669611,"[-5.06, -5.0711, -5.0878]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36548)'"", "" 'CompSol Binary (entry number=36549)'""]",98.145,61.04,7,4
CCCCCCCCCC,CCCCCCCC,"InChI=1/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-5.19598,0.0227155805560852,"[-5.16, -5.2149, -5.1978, -5.2237, -5.1835]","["" 'Abraham Paper (A32)'"", "" 'CompSol Binary (entry number=37165)'"", "" 'CompSol Binary (entry number=37166)'"", "" 'CompSol Binary (entry number=37167)'"", "" 'CompSol Binary (entry number=37168)'""]",142.286,114.232,10,8
CCCCCCCCCC,c1ccccc1,"InChI=1/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-3.98,0.0,[-3.98],"["" 'Abraham Paper (A32)'""]",142.286,78.114,10,6
CCCCCCCCCC,Cc1ccccc1,"InChI=1/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-4.66386666666667,0.00818385945355564,"[-4.67, -4.6693, -4.6523]","["" 'Abraham Paper (A32)'"", "" 'CompSol Binary (entry number=37141)'"", "" 'CompSol Binary (entry number=37142)'""]",142.286,92.141,10,7
CCCCCCCCCC,CCc1ccccc1,"InChI=1/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-5.23,0.0,[-5.23],"["" 'Abraham Paper (A32)'""]",142.286,106.168,10,8
